# Wordlist

# DATA
ID	LOCAL_ID	DOCULECT	CONCEPT	CONCEPT_IN_SOURCE	VALUE	FORM	TOKENS	SONARS	PROSTRINGS	CLASSES	LANGID	NUMBERS	WEIGHTS	IPA	DUPLICATES	COGID	ALIGNMENT	STRUCTURE
91	OlutaPopoluca-10_bone-1	OlutaPopoluca	BONE	bone	pakə	pakə	p a k ə	1 7 1 7	AXBZ	PAKE	4	4.P.C 4.A.V 4.K.C 4.E.V	2.0 1.5 1.75 0.8	pakə	0	71	p a - k ə	c v c v
92	TexistepecZoque-10_bone-1	TexistepecZoque	BONE	bone	pak	pak	p a k	1 7 1	AXN	PAK	10	10.P.C 10.A.V 10.K.c	2.0 1.5 0.8	pak	0	71	p a - k -	c v c
93	SoteapanZoque-10_bone-1	SoteapanZoque	BONE	bone	pak	pak	p a k	1 7 1	AXN	PAK	8	8.P.C 8.A.V 8.K.c	2.0 1.5 0.8	pak	0	71	p a - k -	c v c
94	SantaMariaChimalapaZoque-10_bone-1	SantaMariaChimalapaZoque	BONE	bone	pak	pak	p a k	1 7 1	AXN	PAK	6	6.P.C 6.A.V 6.K.c	2.0 1.5 0.8	pak	0	71	p a - k -	c v c
95	SanMiguelChimalapaZoque-10_bone-1	SanMiguelChimalapaZoque	BONE	bone	pak	pak	p a k	1 7 1	AXN	PAK	5	5.P.C 5.A.V 5.K.c	2.0 1.5 0.8	pak	0	71	p a - k -	c v c
96	ChiapasZoque-10_bone-1	ChiapasZoque	BONE	bone	pak	pak	p a k	1 7 1	AXN	PAK	1	1.P.C 1.A.V 1.K.c	2.0 1.5 0.8	pak	0	71	p a - k -	c v c
#
97	NorthHighlandMixe-11_breast-1	NorthHighlandMixe	BREAST	breast	hυʔtaa	hυʔtaa	h ʊ ʔ t aː	3 7 1 1 7	AXMBZ	HYHTA	3	3.H.C 3.Y.V 3.H.c 3.T.C 3.A.V	2.0 1.5 1.1 1.75 0.8	hʊʔtaː	0	74	h ʊ ʔ t aː	c v c c v
98	SouthHighlandMixe-11_breast-1	SouthHighlandMixe	BREAST	breast	tsetsk	tsetsk	ts e ts k	2 7 2 1	AXLN	CECK	9	9.C.C 9.E.V 9.C.c 9.K.c	2.0 1.5 1.1 0.8	tsetsk	0	78	ts e ts k	c v c c
99	LowlandMixe-11_breast-1	LowlandMixe	BREAST	breast	tsiʔits-ʔaniʔikš	tsiʔits-ʔaniʔikš	ts i ʔ i ts + ʔ a n i ʔ i k ʃ	2 7 1 7 2 9 1 7 4 7 1 7 1 3	AXBYN_AXBYBYBC	CIHIC_HANIHIKS	2	2.C.C 2.I.V 2.H.C 2.I.V 2.C.c 2._._ 2.H.C 2.A.V 2.N.C 2.I.V 2.H.C 2.I.V 2.K.C 2.S.C	2.0 1.5 1.75 1.3 0.8 0.0 2.0 1.5 1.75 1.3 1.75 1.3 1.75 1.5	tsiʔits+ʔaniʔikʃ	0	73	ts i ʔ i ts + ʔ a n i ʔ i k ʃ	c v c v c + c v c v c v c c
100	SayulaPopoluca-11_breast-1	SayulaPopoluca	BREAST	breast	moʔy	moʔy	m o ʔ j	4 7 1 6	AXBC	MUHJ	7	7.M.C 7.U.V 7.H.C 7.J.C	2.0 1.5 1.75 1.5	moʔj	0	76	m o ʔ j	c v c c
101	TexistepecZoque-11_breast-1	TexistepecZoque	BREAST	breast	duun	duun	d uː n	1 7 4	AXN	TYN	10	10.T.C 10.Y.V 10.N.c	2.0 1.5 0.8	duːn	0	79	d uː n	c v c
102	SoteapanZoque-11_breast-1	SoteapanZoque	BREAST	breast	nuunu	nuunu	n uː n u	4 7 4 7	AXBZ	NYNY	8	8.N.C 8.Y.V 8.N.C 8.Y.V	2.0 1.5 1.75 0.8	nuːnu	0	77	n uː n u	c v c v
103	SanMiguelChimalapaZoque-11_breast-1	SanMiguelChimalapaZoque	BREAST	breast	tsuʔts-iʔ	tsuʔts-iʔ	ts u ʔ ts + i ʔ	2 7 1 2 9 7 1	AXBC_XN	CYHC_IH	5	5.C.C 5.Y.V 5.H.C 5.C.C 5._._ 5.I.V 5.H.c	2.0 1.5 1.75 1.5 0.0 1.5 0.8	tsuʔts+iʔ	0	72	ts u ʔ ts - + i ʔ	c v c c + v c
104	ChiapasZoque-11_breast-1	ChiapasZoque	BREAST	breast	tsuʔtsi	tsuʔtsi	ts u ʔ ts i	2 7 1 2 7	AXBCZ	CYHCI	1	1.C.C 1.Y.V 1.H.C 1.C.C 1.I.V	2.0 1.5 1.75 1.5 0.8	tsuʔtsi	0	72	ts u ʔ ts i - - -	c v c c v
#
105	NorthHighlandMixe-12_burntr-1	NorthHighlandMixe	BURN (SOMETHING)	burn tr.	tooy ~ toohy ~ toy	tooy	t oː j	1 7 6	AXN	TUJ	3	3.T.C 3.U.V 3.J.c	2.0 1.5 0.8	toːj	0	82	t oː j	c v c
106	NorthHighlandMixe-12_burntr-2	NorthHighlandMixe	BURN (SOMETHING)	burn tr.	tooy ~ toohy ~ toy	toohy	t oː h j	1 7 3 6	AXBC	TUHJ	3	3.T.C 3.U.V 3.H.C 3.J.C	2.0 1.5 1.75 1.5	toːhj	0	90	t oː h j	c v c c
107	NorthHighlandMixe-12_burntr-3	NorthHighlandMixe	BURN (SOMETHING)	burn tr.	tooy ~ toohy ~ toy	toy	t o j	1 7 6	AXN	TUJ	3	3.T.C 3.U.V 3.J.c	2.0 1.5 0.8	toj	0	82	t o j	c v c
108	SouthHighlandMixe-12_burntr-1	SouthHighlandMixe	BURN (SOMETHING)	burn tr.	tsaʔay	tsaʔay	ts a ʔ a j	2 7 1 7 6	AXBYN	CAHAJ	9	9.C.C 9.A.V 9.H.C 9.A.V 9.J.c	2.0 1.5 1.75 1.3 0.8	tsaʔaj	0	88	ts a ʔ a j	c v c v c
109	LowlandMixe-12_burntr-1	LowlandMixe	BURN (SOMETHING)	burn tr.	noʔok	noʔok	n o ʔ o k	4 7 1 7 1	AXBYN	NUHUK	2	2.N.C 2.U.V 2.H.C 2.U.V 2.K.c	2.0 1.5 1.75 1.3 0.8	noʔok	0	81	n o ʔ o k	c v c v c
110	SayulaPopoluca-12_burntr-1	SayulaPopoluca	BURN (SOMETHING)	burn tr.	ak-toy	ak-toy	a k + t o j	7 1 9 1 7 6	XN_AXN	AK_TUJ	7	7.A.V 7.K.c 7._._ 7.T.C 7.U.V 7.J.c	1.5 0.8 0.0 2.0 1.5 0.8	ak+toj	0	83	- a k + t o j	v c + c v c
111	OlutaPopoluca-12_burntr-1	OlutaPopoluca	BURN (SOMETHING)	burn tr.	yak-toy	yak-toy	j a k + t o j	6 7 1 9 1 7 6	AXN_AXN	JAK_TUJ	4	4.J.C 4.A.V 4.K.c 4._._ 4.T.C 4.U.V 4.J.c	2.0 1.5 0.8 0.0 2.0 1.5 0.8	jak+toj	0	83	j a k + t o j	c v c + c v c
112	TexistepecZoque-12_burntr-1	TexistepecZoque	BURN (SOMETHING)	burn tr.	doʔ-tokeñ	doʔ-tokeñ	d o ʔ + t o k e ɲ	1 7 1 9 1 7 1 7 4	AXN_AXBYN	TUH_TUKEN	10	10.T.C 10.U.V 10.H.c 10._._ 10.T.C 10.U.V 10.K.C 10.E.V 10.N.c	2.0 1.5 0.8 0.0 2.0 1.5 1.75 1.3 0.8	doʔ+tokeɲ	0	89	d o ʔ + t o k e ɲ	c v c + c v c v c
113	SoteapanZoque-12_burntr-1	SoteapanZoque	BURN (SOMETHING)	burn tr.	noʔ	noʔ	n o ʔ	4 7 1	AXN	NUH	8	8.N.C 8.U.V 8.H.c	2.0 1.5 0.8	noʔ	0	87	n o ʔ	c v c
114	SantaMariaChimalapaZoque-12_burntr-1	SantaMariaChimalapaZoque	BURN (SOMETHING)	burn tr.	kəŋ	kəŋ	k ə ŋ	1 7 4	AXN	KEN	6	6.K.C 6.E.V 6.N.c	2.0 1.5 0.8	kəŋ	0	85	k ə ŋ	c v c
115	SanMiguelChimalapaZoque-12_burntr-1	SanMiguelChimalapaZoque	BURN (SOMETHING)	burn tr.	poŋ	poŋ	p o ŋ	1 7 4	AXN	PUN	5	5.P.C 5.U.V 5.N.c	2.0 1.5 0.8	poŋ	0	80	p o ŋ	c v c
116	ChiapasZoque-12_burntr-1	ChiapasZoque	BURN (SOMETHING)	burn tr.	poŋ	poŋ	p o ŋ	1 7 4	AXN	PUN	1	1.P.C 1.U.V 1.N.c	2.0 1.5 0.8	poŋ	0	80	p o ŋ	c v c
#
117	NorthHighlandMixe-13_clawnail-1	NorthHighlandMixe	CLAW	claw (nail)	šəəʔk	šəəʔk	ʃ əː ʔ k	3 7 1 1	AXLN	SEHK	3	3.S.C 3.E.V 3.H.c 3.K.c	2.0 1.5 1.1 0.8	ʃəːʔk	0	93	ʃ əː ʔ k	c v c c
118	SouthHighlandMixe-13_clawnail-1	SouthHighlandMixe	CLAW	claw (nail)	šooky	šooky	ʃ oː k j	3 7 1 6	AXBC	SUKJ	9	9.S.C 9.U.V 9.K.C 9.J.C	2.0 1.5 1.75 1.5	ʃoːkj	0	92	ʃ oː k j -	c v c c
119	LowlandMixe-13_clawnail-1	LowlandMixe	CLAW	claw (nail)	šooky	šooky	ʃ oː k j	3 7 1 6	AXBC	SUKJ	2	2.S.C 2.U.V 2.K.C 2.J.C	2.0 1.5 1.75 1.5	ʃoːkj	0	92	ʃ oː k j -	c v c c
120	SayulaPopoluca-13_clawnail-1	SayulaPopoluca	CLAW	claw (nail)	šoohk	šoohk	ʃ oː h k	3 7 3 1	AXLN	SUHK	7	7.S.C 7.U.V 7.H.c 7.K.c	2.0 1.5 1.1 0.8	ʃoːhk	0	93	ʃ oː h k	c v c c
121	OlutaPopoluca-13_clawnail-1	OlutaPopoluca	CLAW	claw (nail)	šooki	šooki	ʃ oː k i	3 7 1 7	AXBZ	SUKI	4	4.S.C 4.U.V 4.K.C 4.I.V	2.0 1.5 1.75 0.8	ʃoːki	0	92	ʃ oː k - i	c v c v
122	TexistepecZoque-13_clawnail-1	TexistepecZoque	CLAW	claw (nail)	kəʔ-tsuʔks	kəʔ-tsuʔks	k ə ʔ + ts u ʔ k s	1 7 1 9 2 7 1 1 3	AXN_AXMBC	KEH_CYHKS	10	10.K.C 10.E.V 10.H.c 10._._ 10.C.C 10.Y.V 10.H.c 10.K.C 10.S.C	2.0 1.5 0.8 0.0 2.0 1.5 1.1 1.75 1.5	kəʔ+tsuʔks	0	100	k ə ʔ + ts u ʔ k s	c v c + c v c c c
123	SoteapanZoque-13_clawnail-1	SoteapanZoque	CLAW	claw (nail)	kətsəs	kətsəs	k ə ts ə s	1 7 2 7 3	AXBYN	KECES	8	8.K.C 8.E.V 8.C.C 8.E.V 8.S.c	2.0 1.5 1.75 1.3 0.8	kətsəs	0	91	k ə - ts ə s	c v c v c
124	SantaMariaChimalapaZoque-13_clawnail-1	SantaMariaChimalapaZoque	CLAW	claw (nail)	kətsus	kətsus	k ə ts u s	1 7 2 7 3	AXBYN	KECYS	6	6.K.C 6.E.V 6.C.C 6.Y.V 6.S.c	2.0 1.5 1.75 1.3 0.8	kətsus	0	91	k ə - ts u s	c v c v c
125	SanMiguelChimalapaZoque-13_clawnail-1	SanMiguelChimalapaZoque	CLAW	claw (nail)	kəʔtsuš	kəʔtsuš	k ə ʔ ts u ʃ	1 7 1 2 7 3	AXBCYN	KEHCYS	5	5.K.C 5.E.V 5.H.C 5.C.C 5.Y.V 5.S.c	2.0 1.5 1.75 1.5 1.3 0.8	kəʔtsuʃ	0	91	k ə ʔ ts u ʃ	c v c c v c
126	ChiapasZoque-13_clawnail-1	ChiapasZoque	CLAW	claw (nail)	kəʔčus	kəʔčus	k ə ʔ tʃ u s	1 7 1 1 7 3	AXMBYN	KEHTYS	1	1.K.C 1.E.V 1.H.c 1.T.C 1.Y.V 1.S.c	2.0 1.5 1.1 1.75 1.3 0.8	kəʔtʃus	0	91	k ə ʔ tʃ u s	c v c c v c
#
127	NorthHighlandMixe-14_cloud-1	NorthHighlandMixe	CLOUD	cloud	vinïts	vinïts	v i n ɨ ts	3 7 4 7 2	AXBYN	BINIC	3	3.B.C 3.I.V 3.N.C 3.I.V 3.C.c	2.0 1.5 1.75 1.3 0.8	vinɨts	0	103	v i n ɨ ts	c v c v c
128	SouthHighlandMixe-14_cloud-1	SouthHighlandMixe	CLOUD	cloud	nəmaʔa	nəmaʔa	n ə m a ʔ a	4 7 4 7 1 7	AXBYBZ	NEMAHA	9	9.N.C 9.E.V 9.M.C 9.A.V 9.H.C 9.A.V	2.0 1.5 1.75 1.3 1.75 0.8	nəmaʔa	0	108	n ə m a ʔ a	c v c v c v
129	LowlandMixe-14_cloud-1	LowlandMixe	CLOUD	cloud	hok	hok	h o k	3 7 1	AXN	HUK	2	2.H.C 2.U.V 2.K.c	2.0 1.5 0.8	hok	0	102	h o k	c v c
130	SayulaPopoluca-14_cloud-1	SayulaPopoluca	CLOUD	cloud	win-tuk	win-tuk	w i n + t u k	6 7 4 9 1 7 1	AXN_AXN	WIN_TYK	7	7.W.C 7.I.V 7.N.c 7._._ 7.T.C 7.Y.V 7.K.c	2.0 1.5 0.8 0.0 2.0 1.5 0.8	win+tuk	0	106	w i n + t u k	c v c + c v c
131	OlutaPopoluca-14_cloud-1	OlutaPopoluca	CLOUD	cloud	vin-hoyeʔk	vin-hoyeʔk	v i n + h o j e ʔ k	3 7 4 9 3 7 6 7 1 1	AXN_AXBYLN	BIN_HUJEHK	4	4.B.C 4.I.V 4.N.c 4._._ 4.H.C 4.U.V 4.J.C 4.E.V 4.H.c 4.K.c	2.0 1.5 0.8 0.0 2.0 1.5 1.75 1.3 1.1 0.8	vin+hojeʔk	0	104	v i n + h o j e ʔ k	c v c + c v c v c c
132	TexistepecZoque-14_cloud-1	TexistepecZoque	CLOUD	cloud	ʔuʔksuʔ	ʔuʔksuʔ	ʔ u ʔ k s u ʔ	1 7 1 1 3 7 1	AXMBCYN	HYHKSYH	10	10.H.C 10.Y.V 10.H.c 10.K.C 10.S.C 10.Y.V 10.H.c	2.0 1.5 1.1 1.75 1.5 1.3 0.8	ʔuʔksuʔ	0	109	ʔ u ʔ k s u ʔ	c v c c c v c
133	SoteapanZoque-14_cloud-1	SoteapanZoque	CLOUD	cloud	uksə	uksə	u k s ə	7 1 3 7	XBCZ	YKSE	8	8.Y.V 8.K.C 8.S.C 8.E.V	1.5 1.75 1.5 0.8	uksə	0	107	u k s ə	v c c v
134	SanMiguelChimalapaZoque-14_cloud-1	SanMiguelChimalapaZoque	CLOUD	cloud	ʔin-əʔ	ʔin-əʔ	ʔ i n + ə ʔ	1 7 4 9 7 1	AXN_XN	HIN_EH	5	5.H.C 5.I.V 5.N.c 5._._ 5.E.V 5.H.c	2.0 1.5 0.8 0.0 1.5 0.8	ʔin+əʔ	0	105	ʔ i n + ə ʔ	c v c + v c
135	ChiapasZoque-14_cloud-1	ChiapasZoque	CLOUD	cloud	oʔna	oʔna	o ʔ n a	7 1 4 7	XBCZ	UHNA	1	1.U.V 1.H.C 1.N.C 1.A.V	1.5 1.75 1.5 0.8	oʔna	0	101	o ʔ n a	v c c v
#
136	NorthHighlandMixe-15_cold-1	NorthHighlandMixe	COLD	cold	šuš	šuš	ʃ u ʃ	3 7 3	AXN	SYS	3	3.S.C 3.Y.V 3.S.c	2.0 1.5 0.8	ʃuʃ	0	112	ʃ u ʃ	c v c
137	SouthHighlandMixe-15_cold-1	SouthHighlandMixe	COLD	cold	šuš	šuš	ʃ u ʃ	3 7 3	AXN	SYS	9	9.S.C 9.Y.V 9.S.c	2.0 1.5 0.8	ʃuʃ	0	112	ʃ u ʃ	c v c
138	LowlandMixe-15_cold-1	LowlandMixe	COLD	cold	təč	təč	t ə tʃ	1 7 1	AXN	TET	2	2.T.C 2.E.V 2.T.c	2.0 1.5 0.8	tətʃ	0	111	t ə tʃ	c v c
139	SayulaPopoluca-15_cold-1	SayulaPopoluca	COLD	cold	payik	payik	p a j i k	1 7 6 7 1	AXBYN	PAJIK	7	7.P.C 7.A.V 7.J.C 7.I.V 7.K.c	2.0 1.5 1.75 1.3 0.8	pajik	0	110	p a j i k	c v c v c
140	OlutaPopoluca-15_cold-1	OlutaPopoluca	COLD	cold	tušəʔk	tušəʔk	t u ʃ ə ʔ k	1 7 3 7 1 1	AXBYLN	TYSEHK	4	4.T.C 4.Y.V 4.S.C 4.E.V 4.H.c 4.K.c	2.0 1.5 1.75 1.3 1.1 0.8	tuʃəʔk	0	113	t u ʃ ə ʔ k	c v c v c c
141	TexistepecZoque-15_cold-1	TexistepecZoque	COLD	cold	paak	paak	p aː k	1 7 1	AXN	PAK	10	10.P.C 10.A.V 10.K.c	2.0 1.5 0.8	paːk	0	119	p aː k	c v c
142	SoteapanZoque-15_cold-1	SoteapanZoque	COLD	cold	pagak	pagak	p a g a k	1 7 1 7 1	AXBYN	PAKAK	8	8.P.C 8.A.V 8.K.C 8.A.V 8.K.c	2.0 1.5 1.75 1.3 0.8	pagak	0	110	p a g a k	c v c v c
143	SantaMariaChimalapaZoque-15_cold-1	SantaMariaChimalapaZoque	COLD	cold	wayaʔy	wayaʔy	w a j a ʔ j	6 7 6 7 1 6	AXBYBC	WAJAHJ	6	6.W.C 6.A.V 6.J.C 6.A.V 6.H.C 6.J.C	2.0 1.5 1.75 1.3 1.75 1.5	wajaʔj	0	114	w a j a ʔ j -	c v c v c c
144	SanMiguelChimalapaZoque-15_cold-1	SanMiguelChimalapaZoque	COLD	cold	wayayʔ	wayayʔ	w a j a j ʔ	6 7 6 7 6 1	AXBYLN	WAJAJH	5	5.W.C 5.A.V 5.J.C 5.A.V 5.J.c 5.H.c	2.0 1.5 1.75 1.3 1.1 0.8	wajajʔ	0	114	w a j a - j ʔ	c v c v c c
145	ChiapasZoque-15_cold-1	ChiapasZoque	COLD	cold	pakak	pakak	p a k a k	1 7 1 7 1	AXBYN	PAKAK	1	1.P.C 1.A.V 1.K.C 1.A.V 1.K.c	2.0 1.5 1.75 1.3 0.8	pakak	0	110	p a k a k	c v c v c
#
146	NorthHighlandMixe-16_come-1	NorthHighlandMixe	COME	come	mεts ~ mεhts	mεts	m ɛ ts	4 7 2	AXN	MEC	3	3.M.C 3.E.V 3.C.c	2.0 1.5 0.8	mɛts	0	122	m ɛ - ts	c v c
147	NorthHighlandMixe-16_come-2	NorthHighlandMixe	COME	come	mεts ~ mεhts	mεhts	m ɛ h ts	4 7 3 2	AXLN	MEHC	3	3.M.C 3.E.V 3.H.c 3.C.c	2.0 1.5 1.1 0.8	mɛhts	0	122	m ɛ h ts	c v c c
148	SouthHighlandMixe-16_come-1	SouthHighlandMixe	COME	come	men	men	m e n	4 7 4	AXN	MEN	9	9.M.C 9.E.V 9.N.c	2.0 1.5 0.8	men	0	120	m e n	c v c
149	LowlandMixe-16_come-1	LowlandMixe	COME	come	min	min	m i n	4 7 4	AXN	MIN	2	2.M.C 2.I.V 2.N.c	2.0 1.5 0.8	min	0	120	m i n	c v c
150	SayulaPopoluca-16_come-1	SayulaPopoluca	COME	come	min ~ miʔn	min	m i n	4 7 4	AXN	MIN	7	7.M.C 7.I.V 7.N.c	2.0 1.5 0.8	min	0	120	m i n	c v c
151	SayulaPopoluca-16_come-2	SayulaPopoluca	COME	come	min ~ miʔn	miʔn	m i ʔ n	4 7 1 4	AXBC	MIHN	7	7.M.C 7.I.V 7.H.C 7.N.C	2.0 1.5 1.75 1.5	miʔn	0	131	m i ʔ n	c v c c
152	OlutaPopoluca-16_come-1	OlutaPopoluca	COME	come	min ~ miʔn	min	m i n	4 7 4	AXN	MIN	4	4.M.C 4.I.V 4.N.c	2.0 1.5 0.8	min	0	120	m i n	c v c
153	OlutaPopoluca-16_come-2	OlutaPopoluca	COME	come	min ~ miʔn	miʔn	m i ʔ n	4 7 1 4	AXBC	MIHN	4	4.M.C 4.I.V 4.H.C 4.N.C	2.0 1.5 1.75 1.5	miʔn	0	131	m i ʔ n	c v c c
154	TexistepecZoque-16_come-1	TexistepecZoque	COME	come	beñ	beñ	b e ɲ	1 7 4	AXN	PEN	10	10.P.C 10.E.V 10.N.c	2.0 1.5 0.8	beɲ	0	129	b e ɲ	c v c
155	SoteapanZoque-16_come-1	SoteapanZoque	COME	come	miñ	miñ	m i ɲ	4 7 4	AXN	MIN	8	8.M.C 8.I.V 8.N.c	2.0 1.5 0.8	miɲ	0	120	m i ɲ	c v c
156	SantaMariaChimalapaZoque-16_come-1	SantaMariaChimalapaZoque	COME	come	min	min	m i n	4 7 4	AXN	MIN	6	6.M.C 6.I.V 6.N.c	2.0 1.5 0.8	min	0	120	m i n	c v c
157	SanMiguelChimalapaZoque-16_come-1	SanMiguelChimalapaZoque	COME	come	min	min	m i n	4 7 4	AXN	MIN	5	5.M.C 5.I.V 5.N.c	2.0 1.5 0.8	min	0	120	m i n	c v c
158	ChiapasZoque-16_come-1	ChiapasZoque	COME	come	min	min	m i n	4 7 4	AXN	MIN	1	1.M.C 1.I.V 1.N.c	2.0 1.5 0.8	min	0	120	m i n	c v c
#
159	NorthHighlandMixe-17_die-1	NorthHighlandMixe	DIE	die	ooʔk	ooʔk	oː ʔ k	7 1 1	XLN	UHK	3	3.U.V 3.H.c 3.K.c	1.5 1.1 0.8	oːʔk	0	133	oː ʔ - k	v c c
160	SouthHighlandMixe-17_die-1	SouthHighlandMixe	DIE	die	ook	ook	oː k	7 1	XN	UK	9	9.U.V 9.K.c	1.5 0.8	oːk	0	135	oː k	v c
161	LowlandMixe-17_die-1	LowlandMixe	DIE	die	oʔok	oʔok	o ʔ o k	7 1 7 1	XBYN	UHUK	2	2.U.V 2.H.C 2.U.V 2.K.c	1.5 1.75 1.3 0.8	oʔok	0	133	o ʔ o k	v c v c
162	SayulaPopoluca-17_die-1	SayulaPopoluca	DIE	die	oʔk	oʔk	o ʔ k	7 1 1	XLN	UHK	7	7.U.V 7.H.c 7.K.c	1.5 1.1 0.8	oʔk	0	133	o ʔ - k	v c c
163	OlutaPopoluca-17_die-1	OlutaPopoluca	DIE	die	ook	ook	oː k	7 1	XN	UK	4	4.U.V 4.K.c	1.5 0.8	oːk	0	135	oː k	v c
164	TexistepecZoque-17_die-1	TexistepecZoque	DIE	die	kaʔ	kaʔ	k a ʔ	1 7 1	AXN	KAH	10	10.K.C 10.A.V 10.H.c	2.0 1.5 0.8	kaʔ	0	132	k a ʔ -	c v c
165	SoteapanZoque-17_die-1	SoteapanZoque	DIE	die	kaʔ	kaʔ	k a ʔ	1 7 1	AXN	KAH	8	8.K.C 8.A.V 8.H.c	2.0 1.5 0.8	kaʔ	0	132	k a ʔ -	c v c
166	SantaMariaChimalapaZoque-17_die-1	SantaMariaChimalapaZoque	DIE	die	kaʔh	kaʔh	k a ʔ h	1 7 1 3	AXBC	KAHH	6	6.K.C 6.A.V 6.H.C 6.H.C	2.0 1.5 1.75 1.5	kaʔh	0	132	k a ʔ h	c v c c
167	SanMiguelChimalapaZoque-17_die-1	SanMiguelChimalapaZoque	DIE	die	kaʔ	kaʔ	k a ʔ	1 7 1	AXN	KAH	5	5.K.C 5.A.V 5.H.c	2.0 1.5 0.8	kaʔ	0	132	k a ʔ -	c v c
168	ChiapasZoque-17_die-1	ChiapasZoque	DIE	die	kaʔ	kaʔ	k a ʔ	1 7 1	AXN	KAH	1	1.K.C 1.A.V 1.H.c	2.0 1.5 0.8	kaʔ	0	132	k a ʔ -	c v c
#
169	NorthHighlandMixe-18_dog-1	NorthHighlandMixe	DOG	dog	υk	υk	ʊ k	7 1	XN	YK	3	3.Y.V 3.K.c	1.5 0.8	ʊk	0	137	ʊ k	v c
170	SouthHighlandMixe-18_dog-1	SouthHighlandMixe	DOG	dog	uk	uk	u k	7 1	XN	YK	9	9.Y.V 9.K.c	1.5 0.8	uk	0	137	u k	v c
171	LowlandMixe-18_dog-1	LowlandMixe	DOG	dog	uk	uk	u k	7 1	XN	YK	2	2.Y.V 2.K.c	1.5 0.8	uk	0	137	u k	v c
172	SayulaPopoluca-18_dog-1	SayulaPopoluca	DOG	dog	tak	tak	t a k	1 7 1	AXN	TAK	7	7.T.C 7.A.V 7.K.c	2.0 1.5 0.8	tak	0	142	t a k	c v c
173	OlutaPopoluca-18_dog-1	OlutaPopoluca	DOG	dog	šuʔni	šuʔni	ʃ u ʔ n i	3 7 1 4 7	AXBCZ	SYHNI	4	4.S.C 4.Y.V 4.H.C 4.N.C 4.I.V	2.0 1.5 1.75 1.5 0.8	ʃuʔni	0	139	ʃ u ʔ n i	c v c c v
174	TexistepecZoque-18_dog-1	TexistepecZoque	DOG	dog	čempaʔ	čempaʔ	tʃ e m p a ʔ	1 7 4 1 7 1	AXMBYN	TEMPAH	10	10.T.C 10.E.V 10.M.c 10.P.C 10.A.V 10.H.c	2.0 1.5 1.1 1.75 1.3 0.8	tʃempaʔ	0	143	tʃ e m p a ʔ	c v c c v c
175	SoteapanZoque-18_dog-1	SoteapanZoque	DOG	dog	čimpa	čimpa	tʃ i m p a	1 7 4 1 7	AXMBZ	TIMPA	8	8.T.C 8.I.V 8.M.c 8.P.C 8.A.V	2.0 1.5 1.1 1.75 0.8	tʃimpa	0	143	tʃ i m p a -	c v c c v
176	SantaMariaChimalapaZoque-18_dog-1	SantaMariaChimalapaZoque	DOG	dog	nuʔu	nuʔu	n u ʔ u	4 7 1 7	AXBZ	NYHY	6	6.N.C 6.Y.V 6.H.C 6.Y.V	2.0 1.5 1.75 0.8	nuʔu	0	140	n u ʔ u	c v c v
177	SanMiguelChimalapaZoque-18_dog-1	SanMiguelChimalapaZoque	DOG	dog	nuʔ	nuʔ	n u ʔ	4 7 1	AXN	NYH	5	5.N.C 5.Y.V 5.H.c	2.0 1.5 0.8	nuʔ	0	140	n u ʔ -	c v c
178	ChiapasZoque-18_dog-1	ChiapasZoque	DOG	dog	tuwi	tuwi	t u w i	1 7 6 7	AXBZ	TYWI	1	1.T.C 1.Y.V 1.W.C 1.I.V	2.0 1.5 1.75 0.8	tuwi	0	136	t u w i	c v c v
#
179	NorthHighlandMixe-19_drink-1	NorthHighlandMixe	DRINK	drink	υυk	υυk	ʊː k	7 1	XN	YK	3	3.Y.V 3.K.c	1.5 0.8	ʊːk	0	145	- ʊː k	v c
180	SouthHighlandMixe-19_drink-1	SouthHighlandMixe	DRINK	drink	uuk	uuk	uː k	7 1	XN	YK	9	9.Y.V 9.K.c	1.5 0.8	uːk	0	145	- uː k	v c
181	LowlandMixe-19_drink-1	LowlandMixe	DRINK	drink	uk	uk	u k	7 1	XN	YK	2	2.Y.V 2.K.c	1.5 0.8	uk	1	145	- u k	v c
182	SayulaPopoluca-19_drink-1	SayulaPopoluca	DRINK	drink	uuk ~ uʔk	uuk	uː k	7 1	XN	YK	7	7.Y.V 7.K.c	1.5 0.8	uːk	0	145	- uː k	v c
183	SayulaPopoluca-19_drink-2	SayulaPopoluca	DRINK	drink	uuk ~ uʔk	uʔk	u ʔ k	7 1 1	XLN	YHK	7	7.Y.V 7.H.c 7.K.c	1.5 1.1 0.8	uʔk	0	144	u ʔ k	v c c
184	OlutaPopoluca-19_drink-1	OlutaPopoluca	DRINK	drink	uuk	uuk	uː k	7 1	XN	YK	4	4.Y.V 4.K.c	1.5 0.8	uːk	0	145	- uː k	v c
185	TexistepecZoque-19_drink-1	TexistepecZoque	DRINK	drink	ʔuk	ʔuk	ʔ u k	1 7 1	AXN	HYK	10	10.H.C 10.Y.V 10.K.c	2.0 1.5 0.8	ʔuk	0	145	ʔ u k	c v c
186	SoteapanZoque-19_drink-1	SoteapanZoque	DRINK	drink	uk	uk	u k	7 1	XN	YK	8	8.Y.V 8.K.c	1.5 0.8	uk	0	145	- u k	v c
